Year,School ID,School Name,Network,Governance,School Type,Community Area,Unit,School,Total,PE,PK,K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
2011-2012,400071.0,,Englewood-Gresham Elementary Network,,,,6700.0,Providence Englewood Charter - Bunche,,0.0,0.0,72.0,61.0,59.0,46.0,58.0,41.0,25.0,31.0,13.0,0.0,0.0,0.0,0.0
2011-2012,400074.0,,Englewood-Gresham Elementary Network,,,,5130.0,Betty Shabazz Intl Charter - Barbara A Sizemore,,0.0,0.0,42.0,44.0,35.0,50.0,30.0,44.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0
2011-2012,400033.0,,Far South Side High School Network,,,,2420.0,Chicago Intl Charter - Longwood,,0.0,0.0,0.0,0.0,0.0,169.0,168.0,167.0,168.0,134.0,128.0,141.0,129.0,126.0,143.0
2011-2012,400109.0,,Far South Side High School Network,,,,8670.0,Prologue - Joshua Johnston Charter School for Fine Arts and,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,47.0,65.0,68.0
2011-2012,400025.0,,Fullerton Elementary Network,,,,4910.0,Chicago Intl Charter - Bucktown,,0.0,0.0,83.0,82.0,77.0,80.0,72.0,69.0,68.0,68.0,68.0,0.0,0.0,0.0,0.0
2011-2012,400030.0,,Fullerton Elementary Network,,,,7120.0,Chicago Intl Charter - West Belden,,0.0,0.0,56.0,56.0,56.0,56.0,57.0,56.0,56.0,54.0,53.0,0.0,0.0,0.0,0.0
2011-2012,400082.0,,Fullerton Elementary Network,,,,3342.0,UNO Charter - Carlos Fuentes,,0.0,0.0,59.0,59.0,63.0,63.0,59.0,62.0,63.0,57.0,62.0,0.0,0.0,0.0,0.0
2011-2012,400039.0,,Fulton Elementary Network,,,,5780.0,Erie Elementary Charter School,,0.0,0.0,49.0,48.0,42.0,47.0,46.0,43.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0
2011-2012,400043.0,,Fulton Elementary Network,,,,8067.0,Hope Institute Learning Academy,,0.0,0.0,76.0,86.0,79.0,77.0,49.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,400048.0,,Fulton Elementary Network,,,,6775.0,LEARN Charter ES - Excel,,0.0,0.0,66.0,60.0,81.0,68.0,34.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,400096.0,,Fulton Elementary Network,,,,8077.0,Rowe Elementary School,,0.0,0.0,99.0,99.0,97.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,400114.0,,Fulton Elementary Network,,,,8093.0,UNO Charter Elementary School St Marks,,0.0,0.0,32.0,30.0,26.0,31.0,19.0,28.0,26.0,30.0,15.0,0.0,0.0,0.0,0.0
2011-2012,400011.0,,Garfield-Humboldt Elementary Network,,,,4730.0,Alain Locke Charter Elementary Academy,,40.0,40.0,60.0,90.0,81.0,72.0,40.0,44.0,38.0,43.0,40.0,0.0,0.0,0.0,0.0
2011-2012,400041.0,,Garfield-Humboldt Elementary Network,,,,5840.0,Galapagos Elementary Charter School,,0.0,0.0,49.0,42.0,42.0,42.0,42.0,43.0,34.0,30.0,27.0,0.0,0.0,0.0,0.0
2011-2012,400047.0,,Garfield-Humboldt Elementary Network,,,,8072.0,LEARN Charter ES - North Lawndale,,0.0,0.0,108.0,99.0,94.0,65.0,42.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,400069.0,,Garfield-Humboldt Elementary Network,,,,4150.0,Polaris Charter Academy Elementary School,,0.0,0.0,51.0,50.0,44.0,44.0,51.0,45.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,400095.0,,Garfield-Humboldt Elementary Network,,,,8064.0,Garfield Park Preparatory Academy ES,,0.0,0.0,21.0,48.0,44.0,29.0,40.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,400028.0,,Lake Calumet Elementary Network,,,,4220.0,Chicago Intl Charter - Prairie,,0.0,0.0,28.0,29.0,29.0,53.0,53.0,58.0,51.0,52.0,50.0,0.0,0.0,0.0,0.0
2011-2012,400045.0,,Lake Calumet Elementary Network,,,,2055.0,Kwame Nkrumah Academy Elementary School,,0.0,0.0,50.0,42.0,50.0,47.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,400092.0,,Lake Calumet Elementary Network,,,,8049.0,Chicago Intl Charter - Lloyd Bond,,0.0,0.0,49.0,44.0,49.0,48.0,51.0,50.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,400108.0,,Lake Calumet Elementary Network,,,,8110.0,Chicago Intl Charter - Larry Hawkins,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,85.0,124.0,97.0,53.0,47.0
2011-2012,400009.0,,Midway Elementary Network,,,,2025.0,Academy for Global Citizenship Elementary School,,0.0,0.0,50.0,49.0,50.0,50.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,400031.0,,Midway Elementary Network,,,,3180.0,Chicago Intl Charter - Wrightwood,,0.0,0.0,74.0,84.0,82.0,84.0,83.0,84.0,83.0,72.0,63.0,0.0,0.0,0.0,0.0
2011-2012,400079.0,,Midway Elementary Network,,,,3344.0,UNO Charter School - SPC Daniel Zizumbo Campus,,0.0,0.0,64.0,64.0,64.0,96.0,96.0,64.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0
2011-2012,400080.0,,Midway Elementary Network,,,,3345.0,UNO Charter School - PFC Omar E.Torres Campus,,0.0,1.0,63.0,64.0,64.0,96.0,96.0,64.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0
2011-2012,400084.0,,Midway Elementary Network,,,,3340.0,UNO Charter - Rufino Tamayo,,0.0,0.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0
2011-2012,400112.0,,Midway Elementary Network,,,,8671.0,UNO 51st and Homan Charter Elementary School,,0.0,0.0,64.0,63.0,64.0,63.0,64.0,64.0,64.0,62.0,58.0,0.0,0.0,0.0,0.0
2011-2012,400013.0,,North-Northwest Side High School Network,,,,7803.0,ASPIRA Charter - Early College,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,142.0,102.0,116.0
2011-2012,400034.0,,North-Northwest Side High School Network,,,,7740.0,Chicago Intl Charter - Northtown,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,242.0,171.0,179.0
2011-2012,400035.0,,North-Northwest Side High School Network,,,,7940.0,Chicago Math and Science Academy High School,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,91.0,84.0,90.0,81.0,89.0,72.0
2011-2012,400054.0,,North-Northwest Side High School Network,,,,1931.0,Noble Street Charter - Pritzker College Prep,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,188.0,181.0,124.0
2011-2012,400113.0,,North-Northwest Side High School Network,,,,8672.0,Chicago Intl Charter - Chicago Quest North,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,111.0,0.0,0.0,0.0,0.0,0.0
2011-2012,400017.0,,O'Hare Elementary Network,,,,3500.0,ASPIRA Charter - Haugan Campus,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,236.0,230.0,0.0,0.0,0.0,0.0
2011-2012,400027.0,,O'Hare Elementary Network,,,,4913.0,Chicago Intl Charter - Irving Park,,0.0,0.0,29.0,85.0,58.0,85.0,85.0,58.0,54.0,40.0,23.0,0.0,0.0,0.0,0.0
2011-2012,400024.0,,Pershing Elementary Network,,,,7130.0,Chicago Intl Charter - Basil,,0.0,0.0,83.0,81.0,87.0,85.0,91.0,85.0,77.0,73.0,68.0,0.0,0.0,0.0,0.0
2011-2012,400050.0,,Pershing Elementary Network,,,,7920.0,Namaste Charter Elementary School,,0.0,0.0,58.0,59.0,55.0,56.0,48.0,49.0,45.0,43.0,39.0,0.0,0.0,0.0,0.0
2011-2012,400089.0,,Pershing Elementary Network,,,,3346.0,UNO Charter School - Officer Donald J. Marquez,,0.0,0.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,0.0,0.0,0.0,0.0
2011-2012,400101.0,,Pershing Elementary Network,,,,8094.0,UNO Charter - Gage Park,,0.0,0.0,62.0,64.0,63.0,64.0,63.0,64.0,64.0,63.0,63.0,0.0,0.0,0.0,0.0
2011-2012,400081.0,,Pilsen-Little Village Elementary Network,,,,3341.0,UNO Charter - Bartolome de Las Casas,,0.0,0.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,30.0,0.0,0.0,0.0,0.0
2011-2012,400083.0,,Pilsen-Little Village Elementary Network,,,,5810.0,UNO Charter - Octavio Paz Campus,,0.0,0.0,30.0,64.0,50.0,32.0,63.0,53.0,62.0,49.0,29.0,0.0,0.0,0.0,0.0
2011-2012,400060.0,,Ravenswood-Ridge Elementary Network,,,,6850.0,Passages Charter Elementary School,,0.0,20.0,56.0,56.0,56.0,54.0,43.0,51.0,38.0,34.0,19.0,0.0,0.0,0.0,0.0
2011-2012,400026.0,,Rock Island Elementary Network,,,,4914.0,Chicago Intl Charter - Loomis Primary,,0.0,0.0,185.0,212.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,400023.0,,Skyway Elementary Network,,,,6580.0,Chicago Intl Charter - Avalon / South Shore,,0.0,0.0,52.0,54.0,29.0,29.0,51.0,54.0,54.0,49.0,49.0,0.0,0.0,0.0,0.0
2011-2012,400072.0,,Skyway Elementary Network,,,,4520.0,Betty Shabazz Intl Charter,,0.0,0.0,30.0,27.0,28.0,29.0,57.0,30.0,30.0,26.0,46.0,0.0,0.0,0.0,0.0
2011-2012,400107.0,,Skyway Elementary Network,,,,8029.0,LEARN  Charter School-South Chicago Campus,,0.0,0.0,82.0,71.0,49.0,41.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,400111.0,,Skyway Elementary Network,,,,8677.0,Learn Charter School - 5th Campus,,0.0,0.0,79.0,77.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-2012,400010.0,,South Side High School Network,,,,7950.0,"Architecture, Construction, and Engineering(ACE)Technical Ch",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,129.0,115.0,111.0
2011-2012,400022.0,,South Side High School Network,,,,8047.0,Chicago High School for the Arts,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,146.0,148.0,0.0
2011-2012,400052.0,,South Side High School Network,,,,1935.0,Noble Street Charter - Gary Comer College Prep,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,218.0,173.0,148.0,104.0
2011-2012,400064.0,,South Side High School Network,,,,1960.0,Perspectives Charter - Rodney D Joslin,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,54.0,54.0,56.0,54.0,50.0,52.0
2011-2012,400066.0,,South Side High School Network,,,,1964.0,Perspectives Charter - IIT Math & Science Academy,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,101.0,100.0,113.0,76.0,62.0,67.0
2011-2012,400073.0,,South Side High School Network,,,,4140.0,Betty Shabazz Intl Charter - DuSable Leadership,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,108.0,92.0,100.0
2011-2012,400077.0,,South Side High School Network,,,,3061.0,University of Chicago Charter - Woodlawn,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,66.0,60.0,115.0,97.0,46.0,52.0
2011-2012,400087.0,,South Side High School Network,,,,2490.0,Young Women's Leadership Charter High School,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,47.0,82.0,63.0,51.0,43.0
2011-2012,400094.0,,South Side High School Network,,,,8058.0,EPIC Academy High School,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,120.0,87.0,0.0
2011-2012,400098.0,,South Side High School Network,,,,8079.0,Noble Street Charter - Muchin College Prep,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,283.0,191.0,0.0
2011-2012,400104.0,,South Side High School Network,,,,8026.0,Instituto Health Sciences Career Academy HS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,149.0,0.0,0.0
2011-2012,400105.0,,South Side High School Network,,,,8027.0,Urban Prep Academy for Young Men  - South Shore,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,124.0,0.0,0.0
2011-2012,609686.0,,South Side High School Network,,,,1121.0,Youth Connection Charter School,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0,1082.0,604.0
2011-2012,400012.0,,Southwest Side High School Network,,,,2035.0,Amandla Charter High School,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,90.0,108.0,92.0,0.0,0.0,0.0,0.0
2011-2012,400032.0,,Southwest Side High School Network,,,,4911.0,Chicago Intl Charter - Ralph Ellison,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,155.0,147.0,132.0,113.0
2011-2012,400061.0,,Southwest Side High School Network,,,,1961.0,Perspectives Charter - Calumet HS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,110.0,118.0,72.0
2011-2012,400062.0,,Southwest Side High School Network,,,,1962.0,Perspectives Charter - Calumet Technology,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,129.0,113.0,105.0
2011-2012,400085.0,,Southwest Side High School Network,,,,3343.0,UNO Charter School - Major Hector P.Garcia MD Campus,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,171.0,132.0,110.0
2011-2012,400086.0,,Southwest Side High School Network,,,,7030.0,Urban Prep Acad for Young Men Charter - Englewood,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,99.0,113.0,102.0
2011-2012,400106.0,,Southwest Side High School Network,,,,8028.0,Noble Street Charter School - Johnson HS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,159.0,0.0,0.0
2011-2012,400015.0,,West Side High School Network,,,,7800.0,ASPIRA Charter - Mirta Ramirez Computer Science,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,100.0,98.0,98.0
2011-2012,400018.0,,West Side High School Network,,,,7020.0,Austin Business and Entrepreneurship Academy HS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,83.0,87.0,77.0
2011-2012,400036.0,,West Side High School Network,,,,7700.0,Chicago Virtual Charter High School,,0.0,0.0,30.0,40.0,40.0,39.0,57.0,59.0,60.0,61.0,60.0,62.0,44.0,39.0,7.0
2011-2012,400038.0,,West Side High School Network,,,,1225.0,Community Services West Academy,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,52.0
2011-2012,400042.0,,West Side High School Network,,,,1165.0,Henry Ford Academy Power House Charter HS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,106.0,98.0,80.0
2011-2012,400051.0,,West Side High School Network,,,,1930.0,Noble Street Charter - Noble Street College Prep,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,156.0,146.0,126.0
2011-2012,400053.0,,West Side High School Network,,,,1934.0,Noble Street Charter - Golder College Prep,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,160.0,133.0,107.0
2011-2012,400055.0,,West Side High School Network,,,,1932.0,Noble Street Charter - Rauner College Prep,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,168.0,137.0,110.0
2011-2012,400056.0,,West Side High School Network,,,,1933.0,Noble Street Charter - Rowe-Clark Math & Sci Acad,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,143.0,118.0,113.0
2011-2012,400057.0,,West Side High School Network,,,,1936.0,Noble Street Charter - UIC College Prep,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,237.0,183.0,158.0
2011-2012,400058.0,,West Side High School Network,,,,1105.0,North Lawndale College Prep Charter - Christiana,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,133.0,109.0,111.0
2011-2012,400059.0,,West Side High School Network,,,,1106.0,North Lawndale College Prep Charter - Collins,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,109.0,88.0,91.0
2011-2012,400070.0,,West Side High School Network,,,,1135.0,Prologue Early College High School,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,69.0,64.0
2011-2012,400091.0,,West Side High School Network,,,,8022.0,Chicago Academy for Advanced Technology HS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,88.0,69.0,0.0
2011-2012,400093.0,,West Side High School Network,,,,8053.0,Chicago Talent Development HS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,61.0,69.0,0.0
2011-2012,400097.0,,West Side High School Network,,,,8078.0,Noble Street Charter - Chicago Bulls College,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,256.0,178.0,0.0
2011-2012,400102.0,,West Side High School Network,,,,8096.0,Urban Prep Acad for Young Men - East Garfield Park,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,126.0,96.0,0.0
2011-2012,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,610131.0,,ES Network - Austin-North Lawndale,,,,,Ambrose Plamondon Elementary School,,0.0,1.0,17.0,21.0,15.0,23.0,9.0,19.0,28.0,27.0,18.0,0.0,0.0,0.0,0.0
2012-2013,610005.0,,ES Network - Austin-North Lawndale,,,,,Charles Evans Hughes Elementary School,,18.0,24.0,33.0,28.0,29.0,21.0,32.0,21.0,27.0,34.0,19.0,0.0,0.0,0.0,0.0
2012-2013,609873.0,,ES Network - Austin-North Lawndale,,,,,Crown Community Academy of Fine Arts Center ES,,16.0,25.0,26.0,27.0,29.0,28.0,30.0,19.0,28.0,27.0,24.0,0.0,0.0,0.0,0.0
2012-2013,610254.0,,ES Network - Austin-North Lawndale,,,,,Dvorak Technology Academy,,23.0,46.0,51.0,44.0,57.0,53.0,55.0,47.0,44.0,56.0,58.0,0.0,0.0,0.0,0.0
2012-2013,609904.0,,ES Network - Austin-North Lawndale,,,,,Edward K Ellington Elementary School,,23.0,27.0,38.0,41.0,33.0,34.0,30.0,34.0,21.0,34.0,22.0,0.0,0.0,0.0,0.0
2012-2013,610235.0,,ES Network - Austin-North Lawndale,,,,,Ella Flagg Young Elementary School,,17.0,18.0,129.0,93.0,107.0,113.0,123.0,133.0,127.0,134.0,127.0,0.0,0.0,0.0,0.0
2012-2013,610020.0,,ES Network - Austin-North Lawndale,,,,,Francis Scott Key Elementary School,,0.0,0.0,34.0,34.0,31.0,38.0,25.0,34.0,32.0,40.0,38.0,0.0,0.0,0.0,0.0
2012-2013,610503.0,,ES Network - Austin-North Lawndale,,,,,Frazier Prospective IB Magnet ES,,0.0,0.0,25.0,25.0,23.0,25.0,26.0,26.0,26.0,24.0,24.0,0.0,0.0,0.0,0.0
2012-2013,610305.0,,ES Network - Austin-North Lawndale,,,,,George Leland Elementary School,,14.0,31.0,31.0,35.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,609795.0,,ES Network - Austin-North Lawndale,,,,,George Rogers Clark Elementary School,,7.0,32.0,23.0,23.0,24.0,26.0,34.0,23.0,27.0,30.0,29.0,0.0,0.0,0.0,0.0
2012-2013,610158.0,,ES Network - Austin-North Lawndale,,,,,Harriet E Sayre Elementary Language Academy,,7.0,29.0,68.0,66.0,65.0,64.0,59.0,52.0,58.0,64.0,60.0,0.0,0.0,0.0,0.0
2012-2013,610092.0,,ES Network - Austin-North Lawndale,,,,,Henry H Nash Elementary School,,9.0,20.0,50.0,31.0,30.0,46.0,39.0,36.0,37.0,41.0,53.0,0.0,0.0,0.0,0.0
2012-2013,610058.0,,ES Network - Austin-North Lawndale,,,,,Horatio May Elementary Community Academy,,10.0,24.0,50.0,34.0,48.0,40.0,45.0,53.0,49.0,53.0,57.0,0.0,0.0,0.0,0.0
2012-2013,609975.0,,ES Network - Austin-North Lawndale,,,,,John Hay Elementary Community Academy,,27.0,39.0,62.0,52.0,62.0,50.0,64.0,43.0,73.0,58.0,52.0,0.0,0.0,0.0,0.0
2012-2013,610043.0,,ES Network - Austin-North Lawndale,,,,,Joseph Lovett Elementary School,,15.0,25.0,52.0,44.0,44.0,47.0,52.0,44.0,49.0,50.0,66.0,0.0,0.0,0.0,0.0
2012-2013,610034.0,,ES Network - Austin-North Lawndale,,,,,Lawndale Elementary Community Academy,,26.0,38.0,44.0,49.0,35.0,52.0,49.0,42.0,53.0,47.0,42.0,1.0,0.0,0.0,0.0
2012-2013,610036.0,,ES Network - Austin-North Lawndale,,,,,Leslie Lewis Elementary School,,8.0,32.0,57.0,53.0,68.0,83.0,52.0,58.0,60.0,41.0,57.0,0.0,0.0,0.0,0.0
2012-2013,610156.0,,ES Network - Austin-North Lawndale,,,,,Louis Armstrong Math & Science Elementary School,,0.0,0.0,0.0,0.0,0.0,6.0,25.0,36.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,610240.0,,ES Network - Austin-North Lawndale,,,,,Matthew A Henson Elementary School,,11.0,17.0,30.0,26.0,22.0,44.0,14.0,21.0,26.0,22.0,19.0,0.0,0.0,0.0,0.0
2012-2013,609830.0,,ES Network - Austin-North Lawndale,,,,,Milton Brunson Math & Science Specialty ES,,20.0,47.0,66.0,60.0,60.0,69.0,65.0,62.0,64.0,55.0,54.0,0.0,0.0,0.0,0.0
2012-2013,610134.0,,ES Network - Austin-North Lawndale,,,,,Nathaniel Pope Elementary School,,10.0,11.0,25.0,20.0,15.0,16.0,21.0,15.0,16.0,17.0,18.0,0.0,0.0,0.0,0.0
2012-2013,610367.0,,ES Network - Austin-North Lawndale,,,,,Oscar DePriest Elementary School,,31.0,51.0,60.0,45.0,34.0,54.0,51.0,46.0,56.0,67.0,54.0,0.0,0.0,0.0,0.0
2012-2013,609906.0,,ES Network - Austin-North Lawndale,,,,,Robert Emmet Elementary School,,29.0,53.0,54.0,44.0,48.0,46.0,41.0,33.0,41.0,32.0,37.0,0.0,0.0,0.0,0.0
2012-2013,610282.0,,ES Network - Austin-North Lawndale,,,,,Ronald E McNair Elementary School,,13.0,20.0,42.0,46.0,36.0,45.0,41.0,31.0,34.0,45.0,42.0,0.0,0.0,0.0,0.0
2012-2013,610056.0,,ES Network - Austin-North Lawndale,,,,,Roswell B Mason Elementary School,,24.0,36.0,47.0,38.0,38.0,63.0,47.0,41.0,53.0,52.0,46.0,0.0,0.0,0.0,0.0
2012-2013,610183.0,,ES Network - Austin-North Lawndale,,,,,Spencer Technology Academy,,28.0,42.0,82.0,87.0,90.0,94.0,88.0,85.0,85.0,81.0,76.0,0.0,0.0,0.0,0.0
2012-2013,609991.0,,ES Network - Austin-North Lawndale,,,,,Theodore Herzl Elementary School,,43.0,62.0,67.0,43.0,40.0,51.0,42.0,32.0,42.0,37.0,43.0,0.0,0.0,0.0,0.0
2012-2013,609851.0,,ES Network - Austin-North Lawndale,,,,,Thomas Chalmers Specialty Elementary School,,19.0,22.0,47.0,39.0,36.0,34.0,33.0,31.0,39.0,35.0,29.0,0.0,0.0,0.0,0.0
2012-2013,610123.0,,ES Network - Austin-North Lawndale,,,,,William Penn Elementary School,,12.0,29.0,41.0,30.0,31.0,53.0,35.0,35.0,37.0,37.0,30.0,0.0,0.0,0.0,0.0
2012-2013,609837.0,,ES Network - Burnham Park,,,,,Andrew Carnegie Elementary School,,22.0,19.0,50.0,82.0,75.0,77.0,72.0,71.0,82.0,71.0,71.0,0.0,0.0,0.0,0.0
2012-2013,610277.0,,ES Network - Burnham Park,,,,,Anthony Overton Elementary School,,44.0,47.0,39.0,44.0,48.0,47.0,35.0,26.0,35.0,35.0,31.0,0.0,0.0,0.0,0.0
2012-2013,609951.0,,ES Network - Burnham Park,,,,,Ariel Elementary Community Academy,,10.0,30.0,56.0,53.0,61.0,62.0,66.0,57.0,51.0,58.0,55.0,0.0,0.0,0.0,0.0
2012-2013,610169.0,,ES Network - Burnham Park,,,,,Austin O Sexton Elementary School,,12.0,28.0,38.0,40.0,40.0,43.0,28.0,31.0,31.0,35.0,33.0,0.0,0.0,0.0,0.0
2012-2013,610150.0,,ES Network - Burnham Park,,,,,Betsy Ross Elementary School,,12.0,23.0,43.0,29.0,34.0,48.0,28.0,36.0,27.0,38.0,26.0,0.0,0.0,0.0,0.0
2012-2013,610175.0,,ES Network - Burnham Park,,,,,Beulah Shoesmith Elementary School,,0.0,0.0,48.0,48.0,48.0,54.0,56.0,51.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,609969.0,,ES Network - Burnham Park,,,,,Bret Harte Elementary School,,18.0,30.0,33.0,35.0,36.0,40.0,49.0,46.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-2013,610345.0,,ES Network - Burnham Park,,,,,Carter G Woodson South Elementary School,,17.0,22.0,31.0,26.0,43.0,35.0,47.0,50.0,38.0,26.0,35.0,0.0,0.0,0.0,0.0
2012-2013,610030.0,,ES Network - Burnham Park,,,,,Charles Kozminski Elementary Community Academy,,23.0,22.0,30.0,40.0,33.0,40.0,35.0,33.0,31.0,44.0,39.0,0.0,0.0,0.0,0.0
2012-2013,609781.0,,ES Network - Burnham Park,,,,,Crispus Attucks Elementary School,,18.0,21.0,26.0,23.0,24.0,28.0,27.0,28.0,30.0,19.0,31.0,0.0,0.0,0.0,0.0
2012-2013,610266.0,,ES Network - Burnham Park,,,,,Dumas Technology Academy,,32.0,21.0,32.0,25.0,26.0,25.0,29.0,34.0,39.0,34.0,34.0,0.0,0.0,0.0,0.0
2012-2013,609819.0,,ES Network - Burnham Park,,,,,Edmond Burke Elementary School,,3.0,8.0,44.0,27.0,24.0,30.0,22.0,30.0,38.0,24.0,22.0,0.0,0.0,0.0,0.0
2012-2013,610246.0,,ES Network - Burnham Park,,,,,Edward Beasley Elementary Magnet Academic Center,,86.0,115.0,135.0,124.0,139.0,150.0,133.0,154.0,144.0,136.0,139.0,0.0,0.0,0.0,0.0
2012-2013,610065.0,,ES Network - Burnham Park,,,,,Emmett Louis Till Math and Science Academy,,15.0,28.0,52.0,47.0,48.0,66.0,44.0,42.0,43.0,60.0,47.0,0.0,0.0,0.0,0.0
2012-2013,610110.0,,ES Network - Burnham Park,,,,,Ida B Wells Preparatory Elementary Academy,,0.0,0.0,21.0,22.0,22.0,14.0,25.0,19.0,31.0,21.0,23.0,0.0,0.0,0.0,0.0
